Name,Modality,Bodypart
D:\Intership\data\4817.jpg,XRay,Hand
D:\Intership\data\VIRUS-2654136-0002.jpg,XRay,Chest
D:\Intership\data\NORMAL-4241389-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (3609).jpg,CT,Abdominal
D:\Intership\data\2423.jpg,XRay,Hand
D:\Intership\data\1843.jpg,XRay,Hand
D:\Intership\data\VIRUS-1568530-0002.jpg,XRay,Chest
D:\Intership\data\2_0_5.jpg,CT,Brain
D:\Intership\data\Normal- (4111).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (784).jpg,CT,Brain
D:\Intership\data\BACTERIA-7035571-0002.jpg,XRay,Chest
D:\Intership\data\7881.jpg,XRay,Hand
D:\Intership\data\VIRUS-2750119-0005.jpg,XRay,Chest
D:\Intership\data\BACTERIA-4519487-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (2372).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1633).jpg,CT,Brain
D:\Intership\data\Tumor- (1510).jpg,CT,Abdominal
D:\Intership\data\Normal- (11).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2252).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1574).jpg,CT,Abdominal
D:\Intership\data\Tumor- (910).jpg,CT,Abdominal
D:\Intership\data\N18_0_96.jpg,CT,Brain
D:\Intership\data\Tumor- (1461).jpg,CT,Abdominal
D:\Intership\data\9063.jpg,XRay,Hand
D:\Intership\data\7040.jpg,XRay,Hand
D:\Intership\data\Cyst- (2058).jpg,CT,Abdominal
D:\Intership\data\Cancer (1074).JPG,CT,Brain
D:\Intership\data\2526.jpg,XRay,Hand
D:\Intership\data\N15_0_19.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1072).jpg,CT,Brain
D:\Intership\data\Normal- (963).jpg,CT,Abdominal
D:\Intership\data\7485.jpg,XRay,Hand
D:\Intership\data\Normal- (3473).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (218).jpg,CT,Brain
D:\Intership\data\Cyst- (2605).jpg,CT,Abdominal
D:\Intership\data\Normal- (3486).jpg,CT,Abdominal
D:\Intership\data\9448.jpg,XRay,Hand
D:\Intership\data\14604.jpg,XRay,Hand
D:\Intership\data\5888.jpg,XRay,Hand
D:\Intership\data\Stone- (398).jpg,CT,Abdominal
D:\Intership\data\Normal- (4171).jpg,CT,Abdominal
D:\Intership\data\N10_0_121.jpg,CT,Brain
D:\Intership\data\Tumor- (359).jpg,CT,Abdominal
D:\Intership\data\Normal- (2184).jpg,CT,Abdominal
D:\Intership\data\Normal- (2688).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-7432256-0003.jpg,XRay,Chest
D:\Intership\data\13401.jpg,XRay,Hand
D:\Intership\data\12124.jpg,XRay,Hand
D:\Intership\data\Cancer (1863).jpg,CT,Brain
D:\Intership\data\Not Cancer  (2062).jpg,CT,Brain
D:\Intership\data\13353.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1156).jpg,CT,Brain
D:\Intership\data\6820.jpg,XRay,Hand
D:\Intership\data\Cancer (487).jpg,CT,Brain
D:\Intership\data\20_0_31.jpg,CT,Brain
D:\Intership\data\Normal- (4492).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1625).jpg,CT,Abdominal
D:\Intership\data\7_0_126.jpg,CT,Brain
D:\Intership\data\BACTERIA-4671230-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (580).jpg,CT,Abdominal
D:\Intership\data\12_0_107.jpg,CT,Brain
D:\Intership\data\Cancer (725).jpg,CT,Brain
D:\Intership\data\Cancer (855).jpg,CT,Brain
D:\Intership\data\8882.jpg,XRay,Hand
D:\Intership\data\BACTERIA-513140-0003.jpg,XRay,Chest
D:\Intership\data\14061.jpg,XRay,Hand
D:\Intership\data\4112.jpg,XRay,Hand
D:\Intership\data\13024.jpg,XRay,Hand
D:\Intership\data\N7_0_121.jpg,CT,Brain
D:\Intership\data\7907.jpg,XRay,Hand
D:\Intership\data\2065.jpg,XRay,Hand
D:\Intership\data\N22_0_171.jpg,CT,Brain
D:\Intership\data\6527.jpg,XRay,Hand
D:\Intership\data\Cyst- (1094).jpg,CT,Abdominal
D:\Intership\data\10143.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1562).jpg,CT,Brain
D:\Intership\data\Stone- (762).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1596).jpg,CT,Brain
D:\Intership\data\Normal- (3712).jpg,CT,Abdominal
D:\Intership\data\Cyst- (160).jpg,CT,Abdominal
D:\Intership\data\Tumor- (599).jpg,CT,Abdominal
D:\Intership\data\IMG-0001-00160.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1390).jpg,CT,Brain
D:\Intership\data\Normal- (3659).jpg,CT,Abdominal
D:\Intership\data\9531.jpg,XRay,Hand
D:\Intership\data\14212.jpg,XRay,Hand
D:\Intership\data\Cyst- (1599).jpg,CT,Abdominal
D:\Intership\data\2059.jpg,XRay,Hand
D:\Intership\data\Normal- (4219).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1691).jpg,CT,Brain
D:\Intership\data\5558.jpg,XRay,Hand
D:\Intership\data\N6_0_48.jpg,CT,Brain
D:\Intership\data\12968.jpg,XRay,Hand
D:\Intership\data\N20_0_240.jpg,CT,Brain
D:\Intership\data\10021.jpg,XRay,Hand
D:\Intership\data\Stone- (34).jpg,CT,Abdominal
D:\Intership\data\12490.jpg,XRay,Hand
D:\Intership\data\9019.jpg,XRay,Hand
D:\Intership\data\N14_0_1.jpg,CT,Brain
D:\Intership\data\NORMAL-3684474-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (568).jpg,CT,Abdominal
D:\Intership\data\Cyst- (659).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1538).jpg,CT,Abdominal
D:\Intership\data\N24_0_90.jpg,CT,Brain
D:\Intership\data\Cyst- (2937).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-4394900-0005.jpg,XRay,Chest
D:\Intership\data\17_0_153.jpg,CT,Brain
D:\Intership\data\Cyst- (2908).jpg,CT,Abdominal
D:\Intership\data\Normal- (719).jpg,CT,Abdominal
D:\Intership\data\N20_0_50.jpg,CT,Brain
D:\Intership\data\12391.jpg,XRay,Hand
D:\Intership\data\2_0_24.jpg,CT,Brain
D:\Intership\data\Cyst- (1964).jpg,CT,Abdominal
D:\Intership\data\Normal- (1798).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (409).jpg,CT,Brain
D:\Intership\data\Cyst- (1).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1368).jpg,CT,Abdominal
D:\Intership\data\Normal- (2644).jpg,CT,Abdominal
D:\Intership\data\12245.jpg,XRay,Hand
D:\Intership\data\7831.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9451950-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (834).jpg,CT,Brain
D:\Intership\data\IMG-0001-00030.jpg,CT,Brain
D:\Intership\data\7_0_93.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1471).jpg,CT,Brain
D:\Intership\data\NORMAL-8140885-0001.jpg,XRay,Chest
D:\Intership\data\4281.jpg,XRay,Hand
D:\Intership\data\11484.jpg,XRay,Hand
D:\Intership\data\4_0_61.jpg,CT,Brain
D:\Intership\data\2580.jpg,XRay,Hand
D:\Intership\data\5178.jpg,XRay,Hand
D:\Intership\data\15449.jpg,XRay,Hand
D:\Intership\data\11330.jpg,XRay,Hand
D:\Intership\data\N18_0_18.jpg,CT,Brain
D:\Intership\data\13551.jpg,XRay,Hand
D:\Intership\data\4_0_21.jpg,CT,Brain
D:\Intership\data\BACTERIA-4016460-0002.jpg,XRay,Chest
D:\Intership\data\N22_0_184.jpg,CT,Brain
D:\Intership\data\VIRUS-4415075-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (116).jpg,CT,Abdominal
D:\Intership\data\Stone- (125).jpg,CT,Abdominal
D:\Intership\data\N20_0_26.jpg,CT,Brain
D:\Intership\data\8942.jpg,XRay,Hand
D:\Intership\data\Stone- (642).jpg,CT,Abdominal
D:\Intership\data\7982.jpg,XRay,Hand
D:\Intership\data\5067.jpg,XRay,Hand
D:\Intership\data\Cancer (495).jpg,CT,Brain
D:\Intership\data\BACTERIA-5626093-0006.jpg,XRay,Chest
D:\Intership\data\Cyst- (1914).jpg,CT,Abdominal
D:\Intership\data\Normal- (3754).jpg,CT,Abdominal
D:\Intership\data\4_0_180.jpg,CT,Brain
D:\Intership\data\Cyst- (788).jpg,CT,Abdominal
D:\Intership\data\N16_0_111.jpg,CT,Brain
D:\Intership\data\5407.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (200).jpg,CT,Brain
D:\Intership\data\N15_0_128.jpg,CT,Brain
D:\Intership\data\Cyst- (3058).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (562).jpg,CT,Brain
D:\Intership\data\N5_0_120.jpg,CT,Brain
D:\Intership\data\Cancer (428).jpg,CT,Brain
D:\Intership\data\VIRUS-405014-0002.jpg,XRay,Chest
D:\Intership\data\N9_0_53.jpg,CT,Brain
D:\Intership\data\Cancer (1159).jpg,CT,Brain
D:\Intership\data\Normal- (3608).jpg,CT,Abdominal
D:\Intership\data\Cancer (1295).jpg,CT,Brain
D:\Intership\data\N18_0_89.jpg,CT,Brain
D:\Intership\data\Normal- (2546).jpg,CT,Abdominal
D:\Intership\data\7134.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3661770-0001.jpg,XRay,Chest
D:\Intership\data\2104.jpg,XRay,Hand
D:\Intership\data\6606.jpg,XRay,Hand
D:\Intership\data\Stone- (1276).jpg,CT,Abdominal
D:\Intership\data\Normal- (5056).jpg,CT,Abdominal
D:\Intership\data\Normal- (4978).jpg,CT,Abdominal
D:\Intership\data\Cancer (1504).jpg,CT,Brain
D:\Intership\data\Normal- (694).jpg,CT,Abdominal
D:\Intership\data\Cyst- (192).jpg,CT,Abdominal
D:\Intership\data\Normal- (3117).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1687).jpg,CT,Brain
D:\Intership\data\Normal- (2583).jpg,CT,Abdominal
D:\Intership\data\N25_0_40.jpg,CT,Brain
D:\Intership\data\Not Cancer  (559).jpg,CT,Brain
D:\Intership\data\N20_0_207.jpg,CT,Brain
D:\Intership\data\4343.jpg,XRay,Hand
D:\Intership\data\4995.jpg,XRay,Hand
D:\Intership\data\Normal- (2276).jpg,CT,Abdominal
D:\Intership\data\Normal- (3244).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1153).jpg,CT,Brain
D:\Intership\data\N20_0_142.jpg,CT,Brain
D:\Intership\data\N23_0_67.jpg,CT,Brain
D:\Intership\data\6392.jpg,XRay,Hand
D:\Intership\data\Normal- (4484).jpg,CT,Abdominal
D:\Intership\data\Cyst- (702).jpg,CT,Abdominal
D:\Intership\data\4665.jpg,XRay,Hand
D:\Intership\data\11740.jpg,XRay,Hand
D:\Intership\data\13495.jpg,XRay,Hand
D:\Intership\data\3227.jpg,XRay,Hand
D:\Intership\data\Normal- (4596).jpg,CT,Abdominal
D:\Intership\data\Cancer (1624).jpg,CT,Brain
D:\Intership\data\9270.jpg,XRay,Hand
D:\Intership\data\7573.jpg,XRay,Hand
D:\Intership\data\12542.jpg,XRay,Hand
D:\Intership\data\NORMAL-8295106-0001.jpg,XRay,Chest
D:\Intership\data\12_0_131.jpg,CT,Brain
D:\Intership\data\Cancer (1836).jpg,CT,Brain
D:\Intership\data\15303.jpg,XRay,Hand
D:\Intership\data\N3_0_310.jpg,CT,Brain
D:\Intership\data\Cyst- (1889).jpg,CT,Abdominal
D:\Intership\data\Cancer (416).jpg,CT,Brain
D:\Intership\data\17_0_29.jpg,CT,Brain
D:\Intership\data\N25_0_85.jpg,CT,Brain
D:\Intership\data\Normal- (3645).jpg,CT,Abdominal
D:\Intership\data\Normal- (4794).jpg,CT,Abdominal
D:\Intership\data\IMG-0001-00003.jpg,CT,Brain
D:\Intership\data\1647.jpg,XRay,Hand
D:\Intership\data\Cyst- (1087).jpg,CT,Abdominal
D:\Intership\data\12_0_121.jpg,CT,Brain
D:\Intership\data\N11_0_78.jpg,CT,Brain
D:\Intership\data\5535.jpg,XRay,Hand
D:\Intership\data\17_0_154.jpg,CT,Brain
D:\Intership\data\Stone- (892).jpg,CT,Abdominal
D:\Intership\data\Normal- (2345).jpg,CT,Abdominal
D:\Intership\data\5667.jpg,XRay,Hand
D:\Intership\data\JPCLN097.jpg,XRay,Chest
D:\Intership\data\Tumor- (979).jpg,CT,Abdominal
D:\Intership\data\11678.jpg,XRay,Hand
D:\Intership\data\JPCLN049.jpg,XRay,Chest
D:\Intership\data\4889.jpg,XRay,Hand
D:\Intership\data\Cancer (1576).jpg,CT,Brain
D:\Intership\data\Cyst- (669).jpg,CT,Abdominal
D:\Intership\data\3548.jpg,XRay,Hand
D:\Intership\data\Normal- (3581).jpg,CT,Abdominal
D:\Intership\data\5917.jpg,XRay,Hand
D:\Intership\data\N6_0_116.jpg,CT,Brain
D:\Intership\data\12863.jpg,XRay,Hand
D:\Intership\data\N25_0_98.jpg,CT,Brain
D:\Intership\data\VIRUS-1980593-0001.jpg,XRay,Chest
D:\Intership\data\N2_0_208.jpg,CT,Brain
D:\Intership\data\5_0_25.jpg,CT,Brain
D:\Intership\data\NORMAL-557197-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (3176).jpg,CT,Abdominal
D:\Intership\data\13795.jpg,XRay,Hand
D:\Intership\data\Normal- (4231).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3185).jpg,CT,Abdominal
D:\Intership\data\7669.jpg,XRay,Hand
D:\Intership\data\11700.jpg,XRay,Hand
D:\Intership\data\5334.jpg,XRay,Hand
D:\Intership\data\Cyst- (921).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1675).jpg,CT,Abdominal
D:\Intership\data\IMG-0002-00025.jpg,CT,Brain
D:\Intership\data\11_0_72.jpg,CT,Brain
D:\Intership\data\17_0_198.jpg,CT,Brain
D:\Intership\data\Cancer (1986).jpg,CT,Brain
D:\Intership\data\Normal- (4136).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1954).jpg,CT,Abdominal
D:\Intership\data\Cyst- (933).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1938).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1791).jpg,CT,Brain
D:\Intership\data\VIRUS-1281442-0004.jpg,XRay,Chest
D:\Intership\data\7847.jpg,XRay,Hand
D:\Intership\data\Tumor- (1545).jpg,CT,Abdominal
D:\Intership\data\10922.jpg,XRay,Hand
D:\Intership\data\Cyst- (3685).jpg,CT,Abdominal
D:\Intership\data\13935.jpg,XRay,Hand
D:\Intership\data\4941.jpg,XRay,Hand
D:\Intership\data\N21_0_17.jpg,CT,Brain
D:\Intership\data\NORMAL-8373157-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-92115-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-2344710-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-2010074-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (450).jpg,CT,Abdominal
D:\Intership\data\15540.jpg,XRay,Hand
D:\Intership\data\6_0_105.jpg,CT,Brain
D:\Intership\data\BACTERIA-1112694-0001.jpg,XRay,Chest
D:\Intership\data\IMG-0001-00067.jpg,CT,Brain
D:\Intership\data\Cancer (1333).jpg,CT,Brain
D:\Intership\data\14_0_132.jpg,CT,Brain
D:\Intership\data\14252.jpg,XRay,Hand
D:\Intership\data\Tumor- (1314).jpg,CT,Abdominal
D:\Intership\data\Normal- (3667).jpg,CT,Abdominal
D:\Intership\data\NORMAL-5918516-0001.jpg,XRay,Chest
D:\Intership\data\N3_0_54.jpg,CT,Brain
D:\Intership\data\Tumor- (666).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5150733-0002.jpg,XRay,Chest
D:\Intership\data\8056.jpg,XRay,Hand
D:\Intership\data\Normal- (3725).jpg,CT,Abdominal
D:\Intership\data\NORMAL-3802697-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (726).jpg,CT,Abdominal
D:\Intership\data\8721.jpg,XRay,Hand
D:\Intership\data\Normal- (3370).jpg,CT,Abdominal
D:\Intership\data\7_0_69.jpg,CT,Brain
D:\Intership\data\Cancer (1984).jpg,CT,Brain
D:\Intership\data\2467.jpg,XRay,Hand
D:\Intership\data\Tumor- (814).jpg,CT,Abdominal
D:\Intership\data\1_0_36.jpg,CT,Brain
D:\Intership\data\Tumor- (296).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (273).jpg,CT,Brain
D:\Intership\data\Cancer (296).jpg,CT,Brain
D:\Intership\data\8275.jpg,XRay,Hand
D:\Intership\data\14656.jpg,XRay,Hand
D:\Intership\data\Cyst- (3656).jpg,CT,Abdominal
D:\Intership\data\Cyst- (81).jpg,CT,Abdominal
D:\Intership\data\8280.jpg,XRay,Hand
D:\Intership\data\Normal- (4688).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (227).jpg,CT,Brain
D:\Intership\data\Normal- (1397).jpg,CT,Abdominal
D:\Intership\data\Normal- (3962).jpg,CT,Abdominal
D:\Intership\data\11_0_125.jpg,CT,Brain
D:\Intership\data\13091.jpg,XRay,Hand
D:\Intership\data\9695.jpg,XRay,Hand
D:\Intership\data\15269.jpg,XRay,Hand
D:\Intership\data\N2_0_142.jpg,CT,Brain
D:\Intership\data\VIRUS-324273-0008.jpg,XRay,Chest
D:\Intership\data\Cancer (537).jpg,CT,Brain
D:\Intership\data\6763.jpg,XRay,Hand
D:\Intership\data\13237.jpg,XRay,Hand
D:\Intership\data\10633.jpg,XRay,Hand
D:\Intership\data\13996.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1347).jpg,CT,Brain
D:\Intership\data\Normal- (3455).jpg,CT,Abdominal
D:\Intership\data\Normal- (2005).jpg,CT,Abdominal
D:\Intership\data\10905.jpg,XRay,Hand
D:\Intership\data\5145.jpg,XRay,Hand
D:\Intership\data\BACTERIA-4521338-0004.jpg,XRay,Chest
D:\Intership\data\11905.jpg,XRay,Hand
D:\Intership\data\N24_0_47.jpg,CT,Brain
D:\Intership\data\N6_0_103.jpg,CT,Brain
D:\Intership\data\14444.jpg,XRay,Hand
D:\Intership\data\Cyst- (330).jpg,CT,Abdominal
D:\Intership\data\Cancer (303).jpg,CT,Brain
D:\Intership\data\9_0_86.jpg,CT,Brain
D:\Intership\data\10053.jpg,XRay,Hand
D:\Intership\data\Cyst- (2821).jpg,CT,Abdominal
D:\Intership\data\Stone- (1122).jpg,CT,Abdominal
D:\Intership\data\2131.jpg,XRay,Hand
D:\Intership\data\N18_0_153.jpg,CT,Brain
D:\Intership\data\Tumor- (1502).jpg,CT,Abdominal
D:\Intership\data\Normal- (3991).jpg,CT,Abdominal
D:\Intership\data\8526.jpg,XRay,Hand
D:\Intership\data\7375.jpg,XRay,Hand
D:\Intership\data\N24_0_78.jpg,CT,Brain
D:\Intership\data\Normal- (3079).jpg,CT,Abdominal
D:\Intership\data\12255.jpg,XRay,Hand
D:\Intership\data\N9_0_56.jpg,CT,Brain
D:\Intership\data\NORMAL-2244273-0001.jpg,XRay,Chest
D:\Intership\data\12520.jpg,XRay,Hand
D:\Intership\data\NORMAL-2992797-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (3337).jpg,CT,Abdominal
D:\Intership\data\6962.jpg,XRay,Hand
D:\Intership\data\N25_0_14.jpg,CT,Brain
D:\Intership\data\Cyst- (204).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-4521338-0003.jpg,XRay,Chest
D:\Intership\data\BACTERIA-3443773-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (922).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1086).jpg,CT,Abdominal
D:\Intership\data\N12_0_112.jpg,CT,Brain
D:\Intership\data\6109.jpg,XRay,Hand
D:\Intership\data\Stone- (782).jpg,CT,Abdominal
D:\Intership\data\Stone- (235).jpg,CT,Abdominal
D:\Intership\data\4829.jpg,XRay,Hand
D:\Intership\data\VIRUS-7251175-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (4399).jpg,CT,Abdominal
D:\Intership\data\N25_0_128.jpg,CT,Brain
D:\Intership\data\Cyst- (1332).jpg,CT,Abdominal
D:\Intership\data\15388.jpg,XRay,Hand
D:\Intership\data\N17_0_49.jpg,CT,Brain
D:\Intership\data\VIRUS-9922492-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (1709).jpg,CT,Abdominal
D:\Intership\data\Cancer (2324).jpg,CT,Brain
D:\Intership\data\4288.jpg,XRay,Hand
D:\Intership\data\NORMAL-3333785-0002.jpg,XRay,Chest
D:\Intership\data\N16_0_30.jpg,CT,Brain
D:\Intership\data\Normal- (198).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2082).jpg,CT,Abdominal
D:\Intership\data\6289.jpg,XRay,Hand
D:\Intership\data\Normal- (1668).jpg,CT,Abdominal
D:\Intership\data\7277.jpg,XRay,Hand
D:\Intership\data\Cyst- (1398).jpg,CT,Abdominal
D:\Intership\data\Normal- (2651).jpg,CT,Abdominal
D:\Intership\data\6722.jpg,XRay,Hand
D:\Intership\data\2672.jpg,XRay,Hand
D:\Intership\data\Normal- (1542).jpg,CT,Abdominal
D:\Intership\data\12879.jpg,XRay,Hand
D:\Intership\data\Cancer (1683).jpg,CT,Brain
D:\Intership\data\3751.jpg,XRay,Hand
D:\Intership\data\BACTERIA-5730539-0001.jpg,XRay,Chest
D:\Intership\data\14933.jpg,XRay,Hand
D:\Intership\data\ID_0095_AGE_0071_CONTRAST_0_CT.jpg,CT,Chest
D:\Intership\data\12239.jpg,XRay,Hand
D:\Intership\data\BACTERIA-7422586-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (3155).jpg,CT,Abdominal
D:\Intership\data\Stone- (926).jpg,CT,Abdominal
D:\Intership\data\13939.jpg,XRay,Hand
D:\Intership\data\13161.jpg,XRay,Hand
D:\Intership\data\15320.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3828519-0001.jpg,XRay,Chest
D:\Intership\data\14401.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1570982-0001.jpg,XRay,Chest
D:\Intership\data\VIRUS-8197210-0003.jpg,XRay,Chest
D:\Intership\data\N9_0_98.jpg,CT,Brain
D:\Intership\data\Cyst- (2296).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1822).jpg,CT,Brain
D:\Intership\data\N24_0_21.jpg,CT,Brain
D:\Intership\data\2574.jpg,XRay,Hand
D:\Intership\data\13522.jpg,XRay,Hand
D:\Intership\data\Cancer (768).jpg,CT,Brain
D:\Intership\data\Normal- (1881).jpg,CT,Abdominal
D:\Intership\data\Normal- (2499).jpg,CT,Abdominal
D:\Intership\data\N3_0_203.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1711).jpg,CT,Brain
D:\Intership\data\Not Cancer  (1432).jpg,CT,Brain
D:\Intership\data\9620.jpg,XRay,Hand
D:\Intership\data\N15_0_18.jpg,CT,Brain
D:\Intership\data\Cyst- (1000).jpg,CT,Abdominal
D:\Intership\data\Cancer (123).jpg,CT,Brain
D:\Intership\data\Normal- (3209).jpg,CT,Abdominal
D:\Intership\data\5200.jpg,XRay,Hand
D:\Intership\data\3522.jpg,XRay,Hand
D:\Intership\data\13637.jpg,XRay,Hand
D:\Intership\data\NORMAL-2949692-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (873).jpg,CT,Abdominal
D:\Intership\data\Normal- (3966).jpg,CT,Abdominal
D:\Intership\data\6540.jpg,XRay,Hand
D:\Intership\data\N22_0_90.jpg,CT,Brain
D:\Intership\data\6360.jpg,XRay,Hand
D:\Intership\data\Normal- (3277).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2849).jpg,CT,Abdominal
D:\Intership\data\Normal- (4318).jpg,CT,Abdominal
D:\Intership\data\20_0_112.jpg,CT,Brain
D:\Intership\data\Normal- (825).jpg,CT,Abdominal
D:\Intership\data\14294.jpg,XRay,Hand
D:\Intership\data\Normal- (477).jpg,CT,Abdominal
D:\Intership\data\Normal- (1377).jpg,CT,Abdominal
D:\Intership\data\4745.jpg,XRay,Hand
D:\Intership\data\Normal- (895).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (317).jpg,CT,Brain
D:\Intership\data\BACTERIA-3135895-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (1491).jpg,CT,Abdominal
D:\Intership\data\NORMAL-385855-0003.jpg,XRay,Chest
D:\Intership\data\Stone- (537).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1027).jpg,CT,Abdominal
D:\Intership\data\N3_0_184.jpg,CT,Brain
D:\Intership\data\IMG-0001-00167.jpg,CT,Brain
D:\Intership\data\NORMAL-6315622-0002.jpg,XRay,Chest
D:\Intership\data\BACTERIA-2190092-0007.jpg,XRay,Chest
D:\Intership\data\12_0_152.jpg,CT,Brain
D:\Intership\data\BACTERIA-6860819-0001.jpg,XRay,Chest
D:\Intership\data\NORMAL-8116905-0001.jpg,XRay,Chest
D:\Intership\data\5112.jpg,XRay,Hand
D:\Intership\data\Cyst- (3632).jpg,CT,Abdominal
D:\Intership\data\13598.jpg,XRay,Hand
D:\Intership\data\Normal- (243).jpg,CT,Abdominal
D:\Intership\data\11134.jpg,XRay,Hand
D:\Intership\data\N23_0_119.jpg,CT,Brain
D:\Intership\data\NORMAL-5270355-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (41).jpg,CT,Abdominal
D:\Intership\data\6992.jpg,XRay,Hand
D:\Intership\data\14398.jpg,XRay,Hand
D:\Intership\data\000098 (5).jpg,CT,Chest
D:\Intership\data\2749.jpg,XRay,Hand
D:\Intership\data\Cancer (2290).jpg,CT,Brain
D:\Intership\data\Normal- (2909).jpg,CT,Abdominal
D:\Intership\data\15178.jpg,XRay,Hand
D:\Intership\data\4229.jpg,XRay,Hand
D:\Intership\data\10374.jpg,XRay,Hand
D:\Intership\data\ID_0050_AGE_0074_CONTRAST_0_CT.jpg,CT,Chest
D:\Intership\data\Normal- (1323).jpg,CT,Abdominal
D:\Intership\data\6149.jpg,XRay,Hand
D:\Intership\data\Tumor- (1627).jpg,CT,Abdominal
D:\Intership\data\10446.jpg,XRay,Hand
D:\Intership\data\Tumor- (1405).jpg,CT,Abdominal
D:\Intership\data\12_0_6.jpg,CT,Brain
D:\Intership\data\14795.jpg,XRay,Hand
D:\Intership\data\8244.jpg,XRay,Hand
D:\Intership\data\6579.jpg,XRay,Hand
D:\Intership\data\Cancer (872).jpg,CT,Brain
D:\Intership\data\7763.jpg,XRay,Hand
D:\Intership\data\5616.jpg,XRay,Hand
D:\Intership\data\2413.jpg,XRay,Hand
D:\Intership\data\BACTERIA-5888883-0001.jpg,XRay,Chest
D:\Intership\data\Cancer (2192).jpg,CT,Brain
D:\Intership\data\Tumor- (267).jpg,CT,Abdominal
D:\Intership\data\Normal- (3844).jpg,CT,Abdominal
D:\Intership\data\Stone- (105).jpg,CT,Abdominal
D:\Intership\data\Cancer (1734).jpg,CT,Brain
D:\Intership\data\IMG-0002-00187.jpg,CT,Brain
D:\Intership\data\Cyst- (3147).jpg,CT,Abdominal
D:\Intership\data\10163.jpg,XRay,Hand
D:\Intership\data\NORMAL-170867-0002.jpg,XRay,Chest
D:\Intership\data\Tumor- (668).jpg,CT,Abdominal
D:\Intership\data\5387.jpg,XRay,Hand
D:\Intership\data\Normal- (3371).jpg,CT,Abdominal
D:\Intership\data\3760.jpg,XRay,Hand
D:\Intership\data\17_0_67.jpg,CT,Brain
D:\Intership\data\7188.jpg,XRay,Hand
D:\Intership\data\Tumor- (1374).jpg,CT,Abdominal
